"id"|"Brand"|"Tahun Rilis"|"Nama Produk"|"Jaringan"|"Material"|"SIM Slots"|"Technology"|"Ukuran Layar"|"Screen Resolution"|"OS Version & Version Detail"|"Prosesor"|"GPU"|"RAM (GB)"|"Memori Internal (GB)"|"NFC"|"USB"|"Kapasitas Baterai"|"Daya Fast Charging"|"Waterproof"|"Sensor"|"3.5mm Jack"|"Resolusi Kamera Belakang"|"Resolusi Kamera Utama Lainnya"|"Dual Kamera Belakang"|"Jumlah Kamera Belakang"|"Resolusi Kamera Depan"|"Dual Kamera Depan"|"Flash"|"Dual Flash"|"Video"|"Harga"
"85"|"Samsung"|"Android 2024"|"Galaxy S24 Ultra"|"3G, 4G, 5G"|"Glass front (Gorilla Glass Armor), glass back (Gorilla Glass), titanium frame"|"2"|"Dynamic LTPO AMOLED 2X"|"6.8"|"3120 x 1440"|"Android 14, One UI 6.1"|"Qualcomm, Snapdragon 8 Gen 3, Octa"|"Adreno 750"|"12 GB"|"256 GB"|"True"|"Type-C, USB OTG"|"5000"|"45 W"|"True"|"Fingerprint, Accelerometer, Gyroscope, Proximity, Compass, Barometer"|"No"|"200"|"50, 10, 12"|"True"|"4"|"12"|"No"|"True"|"No"|"8K@24/30fps, 4K@30/60/120fps, 1080p@30/60/240fps, 1080p@960fps, HDR10+, stereo sound rec., gyro-EIS"|"Rp 17.219.000"
"86"|"Samsung"|"Android 2024"|"Galaxy S24 Ultra"|"3G, 4G, 5G"|"Glass front (Gorilla Glass Armor), glass back (Gorilla Glass), titanium frame"|"2"|"Dynamic LTPO AMOLED 2X"|"6.8"|"3120 x 1440"|"Android 14, One UI 6.1"|"Qualcomm, Snapdragon 8 Gen 3, Octa"|"Adreno 750"|"12 GB"|"512 GB"|"True"|"Type-C, USB OTG"|"5000"|"45 W"|"True"|"Fingerprint, Accelerometer, Gyroscope, Proximity, Compass, Barometer"|"No"|"200"|"50, 10, 12"|"True"|"4"|"12"|"No"|"True"|"No"|"8K@24/30fps, 4K@30/60/120fps, 1080p@30/60/240fps, 1080p@960fps, HDR10+, stereo sound rec., gyro-EIS"|"Rp 18.905.000"
"87"|"Samsung"|"Android 2024"|"Galaxy S24 Ultra"|"3G, 4G, 5G"|"Glass front (Gorilla Glass Armor), glass back (Gorilla Glass), titanium frame"|"2"|"Dynamic LTPO AMOLED 2X"|"6.8"|"3120 x 1440"|"Android 14, One UI 6.1"|"Qualcomm, Snapdragon 8 Gen 3, Octa"|"Adreno 750"|"12 GB"|"1024 GB"|"True"|"Type-C, USB OTG"|"5000"|"45 W"|"True"|"Fingerprint, Accelerometer, Gyroscope, Proximity, Compass, Barometer"|"No"|"200"|"50, 10, 12"|"True"|"4"|"12"|"No"|"True"|"No"|"8K@24/30fps, 4K@30/60/120fps, 1080p@30/60/240fps, 1080p@960fps, HDR10+, stereo sound rec., gyro-EIS"|"Rp 19.789.000"
"88"|"Samsung"|"Android 2024"|"Galaxy A25 5G"|"5G, 3G, 4G"|"Glass front, plastic frame, plastic back"|"2"|"Super AMOLED"|"6.5"|"2340 x 1080"|"Android 14, One UI 6"|"Exynos, 1280, Octa"|"Mali-G68"|"8 GB"|"128 GB"|"True"|"Type-C"|"5000"|"25 W"|"No"|"Proximity, Fingerprint, Accelerometer, Gyroscope, Compass"|"True"|"50"|"8, 2"|"True"|"3"|"13"|"No"|"True"|"No"|"4K@30fps, 1080p@30fps, gyro-EIS"|"Rp 3.296.000"
"89"|"Samsung"|"Android 2024"|"Galaxy A25 5G"|"3G, 4G, 5G"|"Glass front, plastic frame, plastic back"|"2"|"Super AMOLED"|"6.5"|"2340 x 1080"|"Andorid 14, One UI 6"|"Exynos, 1280, Octa"|"Mali-G68"|"8 GB"|"256 GB"|"True"|"Type-C"|"5000"|"25 W"|"No"|"Fingerprint, Accelerometer, Gyroscope, Proximity, Compass"|"True"|"50"|"8, 2"|"True"|"3"|"13"|"No"|"True"|"No"|"4K@30fps, 1080p@30fps, gyro-EIS"|"Rp 3.607.000"
"90"|"Xiaomi"|"Android 2024"|"14T Pro"|"3G, 4G, 5G"|"Glass front, aluminum frame"|"2"|"AMOLED"|"6.67"|"2712 x 1220"|"Android 14, HyperOS"|"MediaTek, Dimensity 9300 Plus, Octa"|"Immortalis-G720 MC12"|"12 GB"|"512 GB"|"True"|"Type-C"|"5000"|"120 W"|"True"|"Fingerprint, Accelerometer, Gyroscope, Proximity, Compass, Face ID"|"No"|"50"|"50, 12"|"True"|"3"|"32"|"No"|"True"|"No"|"8K@24/30fps, 4K@24/30/60fps, 1080p@30/60/120/240/960fps, gyro-EIS, 10-bit Rec. 2020, HDR10+"|"Rp 8.505.875"
"91"|"Xiaomi"|"Android 2024"|"14T"|"3G, 4G, 5G"|"Glass front, aluminum frame"|"2"|"AMOLED"|"6.67"|"2712 x 1220"|"Android 14, HyperOS"|"MediaTek, Dimensity 8300 Ultra, Octa"|"Arm Mali-G615 MC6"|"12 GB"|"256 GB"|"True"|"Type-C"|"5000"|"67 W"|"True"|"Face ID, Fingerprint, Accelerometer, Gyroscope, Proximity, Compass"|"No"|"50"|"50, 12"|"True"|"3"|"32"|"No"|"True"|"No"|"4K@24/30/60fps, 1080p@30/60/120/240/960fps, gyro-EIS, 10-bit Rec. 2020, HDR10+"|"Rp 6.095.000"
"92"|"Xiaomi"|"Android 2024"|"14T Pro"|"3G, 4G, 5G"|"Glass front, aluminum frame"|"2"|"AMOLED"|"6.67"|"2712 x 1220"|"Android 14, HyperOS"|"MediaTek, Dimensity 9300 Plus, Octa"|"Immortalis-G720 MC12"|"12 GB"|"256 GB"|"True"|"Type-C"|"5000"|"120 W"|"True"|"Face ID, Fingerprint, Accelerometer, Gyroscope, Proximity, Compass"|"No"|"50"|"50, 12"|"True"|"3"|"32"|"No"|"True"|"No"|"8K@24/30fps, 4K@24/30/60fps, 1080p@30/60/120/240/960fps, gyro-EIS, 10-bit Rec. 2020, HDR10+"|"Rp 8.159.040"
"93"|"Xiaomi"|"Android 2024"|"14T"|"3G, 4G, 5G"|"Glass front, aluminum frame"|"2"|"AMOLED"|"6.67"|"2712 x 1220"|"Android 14, HyperOS"|"MediaTek, Dimensity 8300 Ultra, Octa"|"Arm Mali-G615 MC6"|"12 GB"|"512 GB"|"True"|"Type-C"|"5000"|"67 W"|"True"|"Fingerprint, Accelerometer, Gyroscope, Proximity, Compass, Face ID"|"No"|"50"|"50, 12"|"True"|"3"|"32"|"No"|"True"|"No"|"4K@24/30/60fps, 1080p@30/60/120/240/960fps, gyro-EIS, 10-bit Rec. 2020, HDR10+"|"Rp 6.449.280"
"94"|"Xiaomi"|"Android 2024"|"Redmi 14C"|"3G, 4G"|"Glass front, plastic frame, glass back or silicone polymer (eco leather) back"|"2"|"IPS LCD"|"6.88"|"1640 x 720"|"Android 14, HyperOS"|"MediaTek, Helio G81 Ultra, Octa"|"Mali-G52 MC2"|"6 GB"|"128 GB"|"True"|"Type-C"|"5160"|"18 W"|"No"|"Fingerprint, Accelerometer, Proximity, Compass"|"True"|"50"|"2"|"True"|"2"|"13"|"No"|"True"|"No"|"1080p@30fps"|"Rp 1.425.000"
"95"|"Xiaomi"|"Android 2024"|"Redmi 14C"|"3G, 4G"|"Glass front, plastic frame, glass back or silicone polymer (eco leather) back"|"2"|"IPS LCD"|"6.88"|"1640 x 720"|"Android 14, HyperOS"|"MediaTek, Helio G81 Ultra, Octa"|"Mali-G52 MC2"|"8 GB"|"256 GB"|"True"|"Type-C"|"5160"|"18 W"|"No"|"Fingerprint, Accelerometer, Proximity, Compass"|"True"|"50"|"2"|"True"|"2"|"13"|"No"|"True"|"No"|"1080p@30fps"|"Rp 1.735.000"
"97"|"Xiaomi"|"Android 2024"|"Redmi 13"|"3G, 4G"|"Glass front, plastic frame, glass back"|"2"|"IPS LCD"|"6.79"|"2460 x 1080"|"Android 14, HyperOS"|"MediaTek, Helio G91 Ultra, Octa"|"Mali-G52 MC2"|"8 GB"|"128 GB"|"True"|"Type-C"|"5030"|"33 W"|"True"|"Fingerprint, Accelerometer, Proximity, Compass"|"True"|"108"|"2"|"True"|"2"|"13"|"No"|"True"|"No"|"1080p@30fps"|"Rp 1.714.800"
"98"|"Xiaomi"|"Android 2024"|"Redmi 13"|"3G, 4G"|"Glass front, plastic frame, glass back"|"2"|"IPS LCD"|"6.79"|"2460 x 1080"|"Android 14, HyperOS"|"MediaTek, Helio G91 Ultra, Octa"|"Mali-G52 MC2"|"8 GB"|"256 GB"|"True"|"Type-C"|"5030"|"33 W"|"True"|"Fingerprint, Accelerometer, Proximity, Compass"|"True"|"108"|"2"|"True"|"2"|"13"|"No"|"True"|"No"|"1080p@30fps"|"Rp 1.720.000"
"99"|"Xiaomi"|"Android 2024"|"Redmi Note 13 Pro+ 5G"|"3G, 4G, 5G"|"Glass front (Gorilla Glass Victus), aluminum frame"|"2"|"OLED"|"6.67"|"2712 x 1220"|"Android 13, MIUI 14"|"MediaTek, Dimensity 7200 Ultra, Octa"|"Mali-G610 MC4"|"12 GB"|"512 GB"|"True"|"Type-C"|"5000"|"120 W"|"True"|"Fingerprint, Accelerometer, Gyroscope, Proximity, Compass"|"No"|"200"|"8, 2"|"True"|"3"|"16"|"No"|"True"|"True"|"4K@24/30fps, 1080p@30/60/120fps"|"Rp 5.320.000"
"100"|"Xiaomi"|"Android 2024"|"Redmi Note 13 Pro"|"3G, 4G"|"Glass front (Gorilla Glass 5), plastic frame, plastic back"|"2"|"AMOLED"|"6.67"|"2400 x 1080"|"Android 13, MIUI 14"|"MediaTek, Helio G99 Ultra, Octa"|"Mali-G57 MC2"|"8 GB"|"256 GB"|"True"|"Type-C, USB OTG"|"5000"|"67 W"|"True"|"Fingerprint, Accelerometer, Gyroscope, Proximity, Compass"|"True"|"200"|"8, 2"|"True"|"3"|"16"|"No"|"True"|"No"|"1080p@30/60fps"|"Rp 2.450.000"
"101"|"Xiaomi"|"Android 2024"|"Redmi A3"|"3G, 4G"|"Glass front (Gorilla Glass 3), glass back or silicone polymer back (eco leather), plastic frame"|"2"|"IPS LCD"|"6.71"|"1650 x 720"|"Android 14, None"|"MediaTek, Helio G36, Octa"|"PowerVR GE8320"|"4 GB"|"128 GB"|"No"|"Type-C"|"5000"|"10 W"|"No"|"Fingerprint, Accelerometer"|"True"|"8"|"0.08"|"No"|"1"|"5"|"No"|"True"|"No"|"1080p@30fps"|"Rp 1.120.000"
"106"|"Xiaomi"|"Android 2024"|"Redmi Note 13 Pro 5G"|"3G, 4G, 5G"|"Glass front (Gorilla Glass Victus), plastic frame, glass back"|"2"|"AMOLED"|"6.67"|"2712 x 1220"|"Android 13, MIUI 14"|"Qualcomm, Snapdragon 7s Gen 2, Octa"|"Adreno 710"|"8 GB"|"256 GB"|"True"|"USB OTG, Type-C"|"5100"|"67 W"|"True"|"Fingerprint, Accelerometer, Gyroscope, Proximity, Compass"|"True"|"200"|"8, 2"|"True"|"3"|"16"|"No"|"True"|"True"|"4K@30fps, 1080p@30/60/120fps"|"Rp 3.837.000"
"107"|"Xiaomi"|"Android 2024"|"Redmi Note 13 Pro 5G"|"3G, 4G, 5G"|"Glass front (Gorilla Glass Victus), plastic frame, glass back"|"2"|"AMOLED"|"6.67"|"2712 x 1220"|"Android 13, MIUI 14"|"Qualcomm, Snapdragon 7s Gen 2, Octa"|"Adreno 710"|"12 GB"|"512 GB"|"True"|"Type-C, USB OTG"|"5100"|"67 W"|"True"|"Fingerprint, Accelerometer, Gyroscope, Proximity, Compass"|"True"|"200"|"8, 2"|"True"|"3"|"16"|"No"|"True"|"True"|"4K@30fps, 1080p@30/60/120fps"|"Rp 4.399.000"
"110"|"POCO"|"Android 2024"|"M6"|"3G, 4G"|"Glass front, plastic frame"|"2"|"IPS LCD"|"6.79"|"2460 x 1080"|"Android 14, HyperOS"|"MediaTek, Helio G91 Ultra, Octa"|"Mali-G52 MC2"|"8 GB"|"256 GB"|"True"|"Type-C"|"5030"|"33 W"|"No"|"Fingerprint, Accelerometer, Proximity, Compass"|"True"|"108"|"2"|"True"|"2"|"13"|"No"|"True"|"No"|"1080p@30fps"|"Rp 1.820.000"
"111"|"POCO"|"Android 2024"|"F6"|"3G, 4G, 5G"|"Glass front (Gorilla Glass Victus), plastic frame, plastic back"|"2"|"AMOLED"|"6.67"|"2712 x 1220"|"Android 14, HyperOS"|"Qualcomm, Snapdragon 8s Gen 3, Octa"|"Adreno 735"|"8 GB"|"256 GB"|"True"|"Type-C, USB OTG"|"5000"|"90 W"|"True"|"Proximity, Fingerprint, Accelerometer, Gyroscope, Compass"|"No"|"50"|"8"|"True"|"2"|"20"|"No"|"True"|"No"|"4K@30/60fps, 1080p@30/60/120/240fps, gyro-EIS"|"Rp 4.695.000"
"112"|"POCO"|"Android 2024"|"F6"|"3G, 4G, 5G"|"Glass front (Gorilla Glass Victus), plastic frame, plastic back"|"2"|"AMOLED"|"6.67"|"2712 x 1220"|"Android 14, HyperOS"|"Qualcomm, Snapdragon 8s Gen 3, Octa"|"Adreno 735"|"12 GB"|"512 GB"|"True"|"Type-C, USB OTG"|"5000"|"90 W"|"True"|"Proximity, Fingerprint, Accelerometer, Gyroscope, Compass"|"No"|"50"|"8"|"True"|"2"|"20"|"No"|"True"|"No"|"4K@30/60fps, 1080p@30/60/120/240fps, gyro-EIS"|"Rp 4.814.100"
